#Classification,HK1-1,HK1-2,HK1-3,HK1-4,HK1-5,HK2-1,HK2-2,HK2-3,HK2-4,HK2-5,HK3-1,HK3-2,HK3-3,HK3-4,HK3-5
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fervidibacillus|s__Fervidibacillus_halotolerans,8.87336E-06,6.13956E-06,5.49947E-06,5.12866E-06,1.05058E-05,2.96039E-06,6.5112E-06,3.79886E-06,2.589E-06,6.639E-06,9.54918E-06,8.86208E-06,5.03335E-06,5.28847E-06,5.88017E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pontibacillus|s__Pontibacillus_chungwhensis,3.07155E-06,2.90821E-06,3.1839E-06,2.2794E-06,5.00277E-06,1.90311E-06,3.66255E-06,3.324E-06,1.94175E-06,5.5325E-06,5.72951E-06,3.32328E-06,6.15187E-06,3.43751E-06,4.27649E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pontibacillus|s__Pontibacillus_sp._HMF3514,3.41283E-06,4.52389E-06,2.89446E-06,2.84925E-06,4.50249E-06,2.74893E-06,2.4417E-06,3.79886E-06,2.589E-06,2.95067E-06,3.43771E-06,3.32328E-06,3.35556E-06,2.64424E-06,2.40552E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pontibacillus|s__Pontibacillus_sp._ALD_SL1,5.11925E-06,2.58508E-06,5.21002E-06,3.70403E-06,5.2529E-06,5.2864E-06,3.2556E-06,5.46086E-06,2.91263E-06,3.68834E-06,3.43771E-06,5.5388E-06,2.23704E-06,2.37981E-06,4.81105E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalophilus|s__Alkalihalophilus_pseudofirmus,1.29688E-05,1.71261E-05,1.3604E-05,1.11121E-05,1.97609E-05,1.12072E-05,1.91266E-05,1.44832E-05,1.5534E-05,1.3278E-05,1.75705E-05,1.88319E-05,2.5726E-05,1.24279E-05,1.30967E-05
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Gracilibacillus|s__Gracilibacillus_salitolerans,4.77796E-06,5.49329E-06,3.7628E-06,2.2794E-06,4.25235E-06,4.86349E-06,4.0695E-06,4.27372E-06,3.23625E-06,6.639E-06,5.72951E-06,5.5388E-06,3.91482E-06,6.61059E-06,4.81105E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Gracilibacillus|s__Gracilibacillus_sp._SSWR10-1,3.41283E-06,8.40151E-06,5.21002E-06,3.70403E-06,5.2529E-06,2.53747E-06,6.5112E-06,2.61172E-06,5.178E-06,3.3195E-06,2.67377E-06,6.09268E-06,3.91482E-06,2.37981E-06,3.47465E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Gracilibacillus|s__Gracilibacillus_sp._SSPM10-3,4.43668E-06,4.20075E-06,4.34169E-06,2.2794E-06,3.00166E-06,4.44058E-06,0,2.84914E-06,2.589E-06,4.05717E-06,4.20164E-06,4.43104E-06,5.59261E-06,4.4952E-06,3.74193E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salicibibacter|s__Salicibibacter_cibi,1.70642E-06,3.87762E-06,2.31557E-06,1.42463E-06,2.75152E-06,2.11456E-06,1.6278E-06,3.08657E-06,1.2945E-06,3.3195E-06,4.20164E-06,9.41596E-06,3.35556E-06,1.58654E-06,1.3364E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salicibibacter|s__Salicibibacter_kimchii,2.0477E-06,3.55448E-06,1.44723E-06,2.84925E-06,4.75263E-06,1.69165E-06,2.4417E-06,3.79886E-06,1.2945E-06,2.58183E-06,1.90984E-06,2.21552E-06,3.35556E-06,3.17308E-06,2.94009E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salicibibacter|s__Salicibibacter_cibarius,3.75412E-06,3.87762E-06,2.60501E-06,2.56433E-06,3.50194E-06,2.32602E-06,4.8834E-06,4.03629E-06,0,1.84417E-06,4.58361E-06,0,3.91482E-06,2.37981E-06,1.87096E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salicibibacter|s__Salicibibacter_halophilus,5.80181E-06,3.23135E-06,6.65725E-06,2.84925E-06,3.00166E-06,2.96039E-06,4.8834E-06,1.89943E-06,2.589E-06,2.58183E-06,4.20164E-06,6.64656E-06,0,2.37981E-06,2.40552E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Evansella|s__Evansella_sp._LMS18,7.16695E-06,7.10897E-06,4.63113E-06,5.12866E-06,6.00332E-06,3.59475E-06,6.91815E-06,5.46086E-06,2.91263E-06,8.48317E-06,9.16722E-06,6.64656E-06,7.82965E-06,5.28847E-06,4.27649E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Evansella|s__Evansella_cellulosilytica,7.84951E-06,6.13956E-06,3.7628E-06,2.56433E-06,5.75318E-06,3.3833E-06,4.0695E-06,4.74857E-06,3.55988E-06,2.95067E-06,6.11148E-06,8.3082E-06,1.0626E-05,4.4952E-06,6.94929E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_glaciei,7.16695E-06,8.40151E-06,4.05224E-06,3.70403E-06,8.00442E-06,3.17184E-06,6.5112E-06,2.61172E-06,1.61813E-06,4.426E-06,5.72951E-06,7.75432E-06,4.47409E-06,6.34617E-06,7.48385E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_sp._AK_1817,4.43668E-06,1.09866E-05,8.39393E-06,0,8.5047E-06,4.86349E-06,0,2.84914E-06,8.73788E-06,0,9.16722E-06,6.64656E-06,0,6.34617E-06,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_sp._INOP01,3.75412E-06,6.4627E-06,3.47335E-06,5.12866E-06,5.2529E-06,5.2864E-06,6.5112E-06,4.27372E-06,4.85438E-06,4.05717E-06,3.43771E-06,7.75432E-06,5.59261E-06,6.08174E-06,6.14745E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lentibacillus|s__Lentibacillus_amyloliquefaciens,4.77796E-06,4.20075E-06,3.1839E-06,2.84925E-06,3.00166E-06,2.74893E-06,2.84865E-06,4.986E-06,3.23625E-06,6.639E-06,3.43771E-06,4.98492E-06,3.35556E-06,2.37981E-06,3.47465E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lentibacillus|s__Lentibacillus_daqui,5.46053E-06,5.49329E-06,4.63113E-06,2.2794E-06,4.00221E-06,4.01767E-06,4.0695E-06,4.51115E-06,2.91263E-06,5.5325E-06,2.67377E-06,5.5388E-06,6.15187E-06,6.08174E-06,2.13824E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lentibacillus|s__Lentibacillus_sp._CBA3610,5.80181E-06,3.55448E-06,4.34169E-06,4.84373E-06,5.00277E-06,2.74893E-06,5.29035E-06,4.03629E-06,3.8835E-06,5.5325E-06,7.63935E-06,8.3082E-06,8.38891E-06,6.08174E-06,5.07833E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_sediminis,0,0,0,0,2.97665E-05,0,2.64517E-05,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_sp._PDR2,0,6.13956E-06,0,0,0,0,4.8834E-06,4.74857E-06,0,5.90134E-06,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_amylolyticus,2.0477E-06,3.55448E-06,2.89446E-06,2.84925E-06,2.75152E-06,2.53747E-06,5.29035E-06,4.27372E-06,2.589E-06,5.16367E-06,3.81967E-06,6.09268E-06,5.59261E-06,2.64424E-06,1.87096E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_caldiproteolyticus,2.38898E-06,3.23135E-06,3.7628E-06,3.13418E-06,5.75318E-06,3.3833E-06,3.2556E-06,3.324E-06,3.55988E-06,2.213E-06,4.58361E-06,4.43104E-06,6.15187E-06,4.23078E-06,4.54377E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_flavithermus,6.48438E-06,6.13956E-06,6.9467E-06,3.13418E-06,1.15064E-05,5.92077E-06,8.13899E-06,4.74857E-06,8.41426E-06,5.90134E-06,8.78525E-06,4.98492E-06,6.15187E-06,6.61059E-06,6.68201E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus|s__Anoxybacillus_gonensis,5.46053E-06,4.52389E-06,5.21002E-06,4.84373E-06,5.2529E-06,3.3833E-06,4.47645E-06,3.08657E-06,2.26538E-06,3.68834E-06,7.25738E-06,6.64656E-06,6.71113E-06,3.96635E-06,4.00921E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Sutcliffiella|s__Sutcliffiella_cohnii,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81732E-06,2.94009E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Sutcliffiella|s__Sutcliffiella_sp._NC1,6.1431E-06,9.04778E-06,0,0,8.00442E-06,0,0,0,0,6.27017E-06,8.78525E-06,0,1.0626E-05,0,4.00921E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Sutcliffiella|s__Sutcliffiella_horikoshii,1.331E-05,8.40151E-06,1.07095E-05,1.05422E-05,9.00498E-06,1.09957E-05,1.26154E-05,1.1634E-05,7.44338E-06,4.79484E-06,1.06951E-05,1.77242E-05,9.50743E-06,7.40386E-06,8.01841E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_miscanthi,0,0,0,0,1.75097E-06,0,0,2.13686E-06,0,0,0,0,5.59261E-06,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_hunanensis,8.53208E-06,7.10897E-06,6.36781E-06,7.69299E-06,6.00332E-06,7.18951E-06,0,5.69829E-06,5.50163E-06,7.00784E-06,3.05574E-06,0,0,4.23078E-06,1.04239E-05
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_clausii,5.80181E-06,1.03403E-05,5.21002E-06,7.12314E-06,8.75484E-06,8.88116E-06,5.6973E-06,6.88543E-06,7.76701E-06,9.22084E-06,1.10771E-05,1.10776E-05,7.27039E-06,6.34617E-06,6.94929E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_lehensis,6.1431E-06,5.17016E-06,4.92058E-06,2.56433E-06,3.75207E-06,4.22912E-06,6.10425E-06,1.662E-06,2.589E-06,4.426E-06,6.49344E-06,4.98492E-06,7.27039E-06,4.4952E-06,1.60368E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalobacillus|s__Alkalihalobacillus_sp._LMS6,6.1431E-06,3.23135E-06,3.47335E-06,2.84925E-06,2.00111E-06,3.3833E-06,2.4417E-06,4.03629E-06,4.20713E-06,2.95067E-06,3.05574E-06,2.7694E-06,5.59261E-06,1.85097E-06,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalobacillus|s__Alkalihalobacillus_sp._AL-G,6.1431E-06,5.17016E-06,4.34169E-06,5.41358E-06,4.75263E-06,2.74893E-06,2.84865E-06,4.27372E-06,3.55988E-06,5.90134E-06,8.02131E-06,4.43104E-06,3.91482E-06,5.02405E-06,3.47465E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalobacillus|s__Alkalihalobacillus_sp._LMS39,1.05798E-05,7.10897E-06,6.07836E-06,6.26836E-06,6.00332E-06,4.86349E-06,4.8834E-06,3.08657E-06,2.26538E-06,7.37667E-06,9.54918E-06,6.09268E-06,4.47409E-06,4.4952E-06,2.6728E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus|s__Fictibacillus_arsenicus,3.75412E-06,4.52389E-06,3.1839E-06,2.84925E-06,3.2518E-06,3.3833E-06,3.2556E-06,2.13686E-06,0,1.47533E-06,1.52787E-06,3.87716E-06,5.03335E-06,2.90866E-06,2.94009E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus|s__Fictibacillus_sp._KU28468,6.82566E-06,7.10897E-06,4.34169E-06,5.41358E-06,4.50249E-06,5.07495E-06,4.0695E-06,4.51115E-06,8.09063E-06,6.639E-06,4.96558E-06,3.87716E-06,1.00667E-05,6.34617E-06,3.47465E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus|s__Fictibacillus_phosphorivorans,7.50823E-06,9.69405E-06,6.36781E-06,5.41358E-06,6.75373E-06,5.70932E-06,4.8834E-06,4.986E-06,2.589E-06,4.79484E-06,9.93115E-06,1.05237E-05,2.7963E-06,6.61059E-06,8.82026E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus|s__Fictibacillus_enclensis,8.1908E-06,1.06635E-05,8.97282E-06,6.83821E-06,2.32629E-05,3.3833E-06,4.47645E-06,3.324E-06,1.13269E-05,3.3195E-06,7.25738E-06,4.43104E-06,5.59261E-06,5.28847E-06,5.61289E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia|s__Heyndrickxia_oleronia,7.16695E-06,1.29254E-05,9.84116E-06,7.97791E-06,1.00055E-05,8.45825E-06,9.35984E-06,4.03629E-06,3.55988E-06,1.40157E-05,1.37508E-05,8.86208E-06,8.38891E-06,6.61059E-06,8.55298E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia|s__Heyndrickxia_vini,8.53208E-06,1.06635E-05,4.92058E-06,1.08272E-05,7.75429E-06,8.45825E-06,6.91815E-06,7.59772E-06,4.53075E-06,4.79484E-06,1.06951E-05,1.16315E-05,8.38891E-06,1.03125E-05,9.08754E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Heyndrickxia|s__Heyndrickxia_coagulans,1.67229E-05,1.26023E-05,8.39393E-06,7.69299E-06,9.75539E-06,8.88116E-06,1.42432E-05,1.13966E-05,9.38513E-06,7.37667E-06,2.40639E-05,1.44009E-05,1.23037E-05,8.9904E-06,1.44331E-05
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_kimchii,4.43668E-06,5.81643E-06,2.89446E-06,5.12866E-06,3.50194E-06,2.74893E-06,3.66255E-06,4.27372E-06,2.26538E-06,2.95067E-06,6.11148E-06,6.64656E-06,5.59261E-06,4.4952E-06,3.74193E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_oncorhynchi,5.11925E-06,5.17016E-06,4.34169E-06,3.41911E-06,4.00221E-06,2.11456E-06,2.84865E-06,3.324E-06,2.91263E-06,3.3195E-06,1.90984E-06,6.64656E-06,5.03335E-06,2.90866E-06,1.87096E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_zhaokaii,5.46053E-06,2.90821E-06,2.02612E-06,1.99448E-06,5.50304E-06,2.32602E-06,4.47645E-06,4.03629E-06,2.589E-06,1.47533E-06,3.05574E-06,0,5.59261E-06,2.64424E-06,1.3364E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_jeddahense,7.16695E-06,7.4321E-06,8.68337E-06,4.84373E-06,4.75263E-06,4.44058E-06,4.0695E-06,4.986E-06,3.55988E-06,9.58967E-06,9.16722E-06,3.87716E-06,6.71113E-06,5.81732E-06,3.74193E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_iheyensis,1.09211E-05,1.35717E-05,7.23615E-06,5.69851E-06,4.50249E-06,5.07495E-06,5.6973E-06,8.31001E-06,5.82525E-06,4.79484E-06,9.93115E-06,6.64656E-06,1.0626E-05,8.9904E-06,5.88017E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus|s__Parageobacillus_toebii,8.53208E-06,1.03403E-05,6.65725E-06,7.40806E-06,6.00332E-06,8.45825E-06,7.73204E-06,1.63826E-05,9.70876E-06,1.43845E-05,6.87541E-06,8.3082E-06,9.50743E-06,8.72598E-06,9.6221E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus|s__Parageobacillus_genomosp._1,5.11925E-06,4.52389E-06,4.92058E-06,2.56433E-06,3.50194E-06,1.90311E-06,0,2.84914E-06,1.61813E-06,3.3195E-06,4.20164E-06,0,6.15187E-06,2.90866E-06,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus|s__Parageobacillus_sp._KH3-4,5.80181E-06,4.20075E-06,4.34169E-06,1.70955E-06,3.00166E-06,2.53747E-06,4.8834E-06,3.08657E-06,2.91263E-06,3.3195E-06,5.34754E-06,3.32328E-06,5.59261E-06,1.05769E-06,6.14745E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus|s__Parageobacillus_caldoxylosilyticus,7.50823E-06,6.78583E-06,8.97282E-06,8.26284E-06,6.25346E-06,4.22912E-06,8.13899E-06,7.12286E-06,4.53075E-06,8.48317E-06,1.1841E-05,6.09268E-06,9.50743E-06,5.28847E-06,6.94929E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus|s__Parageobacillus_thermoglucosidasius,8.87336E-06,5.17016E-06,6.07836E-06,7.97791E-06,5.00277E-06,6.13223E-06,6.5112E-06,6.88543E-06,5.50163E-06,7.00784E-06,1.03131E-05,7.75432E-06,7.82965E-06,4.75963E-06,4.81105E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Niallia|s__Niallia_circulans,1.63816E-05,2.06806E-05,1.3604E-05,8.83269E-06,1.42579E-05,1.14186E-05,1.5871E-05,1.30586E-05,7.11975E-06,1.1065E-05,1.87164E-05,1.10776E-05,1.95741E-05,1.34856E-05,1.30967E-05
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Niallia|s__Niallia_sp._RD1,1.29688E-05,9.69405E-06,6.9467E-06,1.42463E-05,1.35075E-05,6.55514E-06,1.09876E-05,5.69829E-06,6.14888E-06,9.22084E-06,1.10771E-05,1.32931E-05,7.27039E-06,1.42789E-05,1.04239E-05
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Niallia|s__Niallia_sp._Man26,1.09211E-05,1.03403E-05,6.65725E-06,6.55329E-06,8.5047E-06,8.03533E-06,6.91815E-06,6.17315E-06,2.91263E-06,5.5325E-06,7.63935E-06,7.75432E-06,7.82965E-06,7.40386E-06,8.55298E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Mesobacillus|s__Mesobacillus_subterraneus,5.46053E-06,5.17016E-06,5.21002E-06,3.70403E-06,5.2529E-06,5.2864E-06,4.47645E-06,3.08657E-06,3.23625E-06,1.47533E-06,5.72951E-06,4.98492E-06,8.94817E-06,2.64424E-06,5.88017E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Mesobacillus|s__Mesobacillus_foraminis,9.89721E-06,8.72464E-06,8.39393E-06,3.41911E-06,7.25401E-06,4.22912E-06,4.47645E-06,5.22343E-06,3.55988E-06,8.48317E-06,8.02131E-06,5.5388E-06,8.38891E-06,5.28847E-06,5.34561E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Mesobacillus|s__Mesobacillus_sp._S13,3.07155E-06,4.20075E-06,4.05224E-06,1.70955E-06,5.00277E-06,4.01767E-06,6.5112E-06,4.03629E-06,3.55988E-06,0,8.02131E-06,4.98492E-06,7.27039E-06,3.70193E-06,2.13824E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Mesobacillus|s__Mesobacillus_sp._AQ2,6.1431E-06,5.81643E-06,5.49947E-06,5.41358E-06,3.75207E-06,3.80621E-06,2.03475E-06,4.27372E-06,2.91263E-06,4.426E-06,6.87541E-06,0,5.59261E-06,6.08174E-06,2.6728E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Mesobacillus|s__Mesobacillus_jeotgali,1.50165E-05,1.09866E-05,1.50512E-05,9.11761E-06,1.67593E-05,8.24679E-06,1.42432E-05,1.18714E-05,8.09063E-06,1.40157E-05,1.68066E-05,1.49548E-05,1.2863E-05,1.26923E-05,1.17603E-05
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Rossellomorea|s__Rossellomorea_vietnamensis,8.87336E-06,7.10897E-06,6.36781E-06,9.68747E-06,5.50304E-06,8.03533E-06,5.6973E-06,6.88543E-06,2.589E-06,7.00784E-06,8.02131E-06,9.41596E-06,6.71113E-06,4.4952E-06,5.34561E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Rossellomorea|s__Rossellomorea_sp._KS-H15a,2.73027E-06,8.72464E-06,0,0,3.00166E-06,1.90311E-06,0,2.13686E-06,3.8835E-06,0,7.63935E-06,0,6.71113E-06,3.70193E-06,4.00921E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Rossellomorea|s__Rossellomorea_sp._DA94,3.41283E-06,2.58508E-06,0,0,5.75318E-06,3.59475E-06,4.0695E-06,0,0,0,0,0,4.47409E-06,3.43751E-06,3.47465E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Rossellomorea|s__Rossellomorea_marisflavi,2.86678E-05,2.13269E-05,1.56301E-05,1.909E-05,2.00111E-05,1.24759E-05,2.15683E-05,2.23183E-05,1.39159E-05,1.80728E-05,2.13902E-05,2.54785E-05,2.7963E-05,2.35337E-05,1.7106E-05
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_pantothenticus,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32212E-05,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._6R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_salarius,0,1.26023E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_dokdonensis,3.75412E-06,1.61567E-06,3.7628E-06,7.12314E-06,7.25401E-06,1.90311E-06,0,2.13686E-06,0,0,4.96558E-06,0,0,0,1.87096E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_halodenitrificans,4.0954E-06,7.10897E-06,8.39393E-06,3.70403E-06,1.02557E-05,3.17184E-06,1.18015E-05,9.25972E-06,5.178E-06,8.48317E-06,1.56607E-05,7.75432E-06,1.17445E-05,3.17308E-06,3.20737E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_natechei,3.41283E-06,8.07837E-06,9.55171E-06,7.12314E-06,4.25235E-06,5.70932E-06,5.29035E-06,5.46086E-06,1.61813E-06,4.79484E-06,9.16722E-06,9.41596E-06,7.27039E-06,6.08174E-06,3.47465E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_necropolis,4.77796E-06,4.52389E-06,4.34169E-06,3.98896E-06,5.00277E-06,2.32602E-06,2.4417E-06,3.56143E-06,4.20713E-06,3.68834E-06,4.58361E-06,4.98492E-06,3.35556E-06,4.23078E-06,4.81105E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_phasianinus,5.11925E-06,4.84702E-06,3.47335E-06,1.99448E-06,2.50138E-06,2.53747E-06,3.66255E-06,4.74857E-06,1.2945E-06,3.68834E-06,4.20164E-06,3.32328E-06,3.35556E-06,2.64424E-06,2.6728E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._Bac332,1.67229E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08754E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._Bac330,3.07155E-06,6.13956E-06,6.07836E-06,4.55881E-06,7.00387E-06,4.65204E-06,0,3.08657E-06,3.23625E-06,2.95067E-06,5.34754E-06,0,1.11852E-05,3.96635E-06,3.74193E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._NKC19-16,3.07155E-06,5.49329E-06,2.02612E-06,3.70403E-06,6.25346E-06,2.96039E-06,4.8834E-06,1.18714E-06,3.8835E-06,4.05717E-06,0,5.5388E-06,4.47409E-06,4.75963E-06,3.20737E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._SK37,5.46053E-06,9.37091E-06,4.05224E-06,8.54776E-06,8.25456E-06,8.03533E-06,1.42432E-05,9.49715E-06,5.82525E-06,8.48317E-06,6.87541E-06,2.04936E-05,1.39815E-05,3.43751E-06,5.34561E-06
d__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._MSP4-1,3.41283E-06,4.20075E-06,1.73667E-06,2.2794E-06,2.00111E-06,2.53747E-06,4.0695E-06,3.08657E-06,2.26538E-06,3.3195E-06,6.11148E-06,4.98492E-06,3.35556E-06,2.90866E-06,3.74193E-06
